p1	p2
他五次会议都没参加。	五次会议他都没参加。
东西全给他吃光了。	东西全叫他吃光了。
他这些日子不知怎么着，经期有两个多月没来。叫大夫瞧了，又说并不是喜。	她这段日子不知道怎么了，两个多月没来例假，去看了医生，医生说并不是有喜了。
他说破了嘴。	嘴都被他说破了。
他逃脱不了法律的制裁，尽管他爸爸是李刚。	虽说他爸爸是李刚，但是他逃脱不了法律的制裁。
一个大方的人，他不会做这种小气的事。	大方的人不会做这种小气的事。
不管我们如何好说歹说，他却仍然是无动于衷。	不论我们如何好说歹说，他却仍然是无动于衷。
她没学英语。	她没有学过英语。
他卖了我一只小狗。	他卖了一只小狗给我。
有的人能力很强，可是他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，可是他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。	有的人能力很强，然而他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，可是他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。
这种鸡，既可以像饲养普通鸡那样进行笼养，也可以放养。	这种鸡，可以放养，也可以像饲养普通鸡那样笼养。
差点儿没考上甲班。	考上甲班了。
离远点儿，省得伤着你。	离远点儿，以防伤着你。
她的认真感动了我们。	她的认真把我们感动了。
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	地球一边绕着太阳公转，一边绕着他自己的地轴不停的自转。
我妈妈姓冯，我爸爸也姓冯。	我父母都姓冯。
千万别大意！	千万别粗心！
有你的福享。	少不了你的福享。
对手被我们打败。	我们把对手打败。
花猫逮住了一只耗子。	一只耗子被花猫抓住了。
凡是学校的事儿，没他不管的。	只要是学校事，他都管。
地震与海啸令这个国家的经济又倒退了十年。	地震与海啸使这个国家的经济又倒退了十年。
每次出差回来都给她带礼物，要不然就一定给你脸子看。	只有出差回来都给她带礼物，才不会给你脸子看。
小刚英语说得不好。	小刚英语说的一般。
演讲比赛谁报名了？	谁报名参加演讲比赛了？
这是我看书的桌子。	我看书的桌子是这张。
我知道他来。	他来我知道。
既然选择了雪域高原，那么也就选择了艰苦奋斗。	既然选择了雪域高原，那么就选择了艰苦奋斗。
别出声！	不许说话！
他连一声也不吭。	他没有吭一声。
我不常逛街，因为我老没时间。	我老没时间，以致我不常逛街。
多损哪，这人！	这人太损了！
不到黄河心不死。	不撞南墙不回头。
我把父母接来。	父母被我接来。
不管你说什么，他总是听不进去。	任凭你说什么，他都听不进去。
雷锋精神不但没有过时，而且永远不会过时。	雷锋精神不仅现在没有过时，而且以后也不会过时。
想说又不敢说。	又想说又不敢说。
衣服难看死了。	衣服真丑。
再折腾也没用。	无论怎么折腾也没用。
因前一段时间连降暴雨，以致工期一再拖延。	前一段时间连降暴雨，因此工期一再拖延。
新来的队友告诉我他也是从新疆建设兵团出来的。	新来的队友告诉我他也来自新疆建设兵团。
他已经通知了所有人。	所有人都已经被通知了。
他爸爸嘛，从早到晚都不沾家。	他爸爸从早到晚都不在家。
这次中国队派出的全是新人，为的是锻炼队伍。	这次中国队派出的全是新人，以便锻炼队伍。
我们不一定去问他。	我们可能不去问他。
留着他们一起吃午饭吧。	把他们留下一起吃午饭吧。
闹绯闻也成了名。	因闹绯闻而成名。
里面有水的杯子。	有水的杯子。
做个群众演员不但是未来做主角的必经之路，而且是在北京生存的打工方式之一。	做个群众演员是未来做主角的必经之路，也是在北京生存的打工方式之一。
可把我给吓坏了！	我被吓坏了！
本来他是不愿意告诉我们的。	本来他是不情愿告诉我们的。
喜欢不喜欢？	喜欢不？
他乐坏了。	他高兴的不得了。
有的人能力很强，可是他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，可是他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。	有的人能力很强，可是他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，然而他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。
这件事没有商量头儿，你们必须照办。	这件事没什么好商量的，你们必须照办。
我怀疑他会来。	我怀疑他不会来。
你喜欢看电影，还是喜欢看电视剧？	你喜欢看电视剧，还是电影？
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不光可以帮助人家解一时的燃眉之急，而且可以借机先锻炼一下自己。
当然是选择原谅她啊。	肯定选择原谅她。
这座楼盖得别提多结实了。	这座楼盖得十分结实。
连同刚才那一碗，他一共吃了三碗。	他一共吃了三碗，连同刚才那一碗。
必须尽快改变现状，否则我真的没有出路了。	只有尽快改变现状，我才有出路。
他难道会介意这些事情吗？	这些事情他难道会介意？
嘴干死了。	嘴非常干。
有的人能力很强，可是他无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，可是他全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。	有的人能力很强，他却无心干事，不负责任，结果，工作效率很低；有的人尽管工作能力较弱，他却全力投入，勤奋工作，不断总结经验，结果，工作成绩反倒超越了能力很强的人。
请进！	您请进来吧！
每个符号对应一种意义，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。	每个符号对应一种意义，也就是说，两个或几个符号的意义相同，或一个符号表示几种意义的情况不存在。
少不了你的小说看。	有好多小说让你看。
我刚来了一会儿。	我没来多久。
即使是海中的庞然大物——鲸，遇见体长达十余米的大乌贼也难对付。	即便是海中的庞然大物——鲸，遇见体长达十余米的大乌贼也难对付。
那只凶恶的老虎被武松打死了。	武松打死那只凶恶的老虎。
他们俩光谈学习问题。	他们俩的谈话内容仅限于学习问题。
假设真的没有文明和文化，那么这个世界就像个未成品。	假使真的没有文明和文化，这个世界便像个未成品。
寄了一笔钱给妈妈。	给妈妈寄了一笔钱过去。
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	因为做过多年的幼儿园老师，因此她深知这些孩子此时最需要什么。
他在村子里各处仔仔细细地看了个遍，这才上车。	他先在村子里各处仔仔细细地看了个遍，然后才上车。
我不常逛街，因为我老没时间。	由于我老没时间，于是我不常逛街。
就算前面是地雷阵，我也要一往直前。	不管前面是不是地雷阵，我都会一往直前。
既然困难这么多，就不必在这件事上浪费时间了。	由于困难这么多，所以就不必在这件事上浪费时间了。
在下次董事会上，一定得拿出个让大家都满意的新方案出来。	在下次董事会上，一定要把让大家都满意的新方案拿出来。
既然那么高调参赛，他怎么会轻易退赛呢？	既然他那么高调参赛，就不会轻易退赛？
这让他没了面子，而且还给他带来了不小的经济损失。	这不但让他没了面子，而且还给他带来了不小的经济损失。
倘若来不及逃跑，它就会使出装死的伎俩。	倘若来不及逃跑，那么它会使出装死的伎俩。
我看电影看了八十块钱。	我看电影花了八十块钱。
无论遇到什么困难，我们都不能自乱阵脚。	不管遇到什么困难，我们都不能自乱阵脚。
这两天闷的慌。	这两天非常闷。
你扮演我们的交通员，让敌人抓住了。	你扮演我们的让敌人抓住了的交通员。
昨天监狱里跑了一个犯人。	一个犯人昨天从监狱里跑了。
这一次，投资者仅仅是“有望收回成本”，换句话说，很可能赔本！	这一次，投资者仅仅是“有望收回成本”，就是说，很可能赔本！
说实在的，我不喜欢那种款式的衣服。	说实话，我不喜欢那种款式的衣服。
她坚决不去，除非你陪她去。	只有你陪她去，否则她坚决不去。
今天周末，他未必在家。	今天周末，他未必不在家。
